Autor(a),ID Lattes do(a) autor(a),Orientadores,ID Lattes dos orientadores,Membros da banca,ID Lattes dos membros da banca,Título,Ano de defesa,Instituição de defesa,Sigla da instituição de defesa,País da instituição de defesa,Departamento da instituição de defesa,Programa de Pós-Graduação da instituição de defesa,Área do conhecimento CNPq,Tipos de acesso,Tipo de documento,Assuntos em português,Assuntos em inglês,Idioma,Resumo,Link de acesso,Resumo em Português,Resumo em Inglês,Referência Bibliográfica
"Nunes, Patricia dos Santos",Não informado pela instituição,"Schlemmer, Eliane||Não informado pela instituição",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Em busca do tesouro: inserção profissional e inclusão digital nas trajetórias de egressos/integralizados de um curso de Técnico em Informática - PROEJA,2011,Universidade do Vale do Rio dos Sinos (UNISINOS),UNISINOS,Brasil,Escola de Humanidades,Programa de Pós-Graduação em Educação,ACCNPQ::Ciências Humanas::Educação,openAccess,doctoralThesis,PROEJA||Inclusão digital||Inserção profissional||Trajetórias,Digital inclusion||Professional insertion||Trajectories,por,"A pesquisa busca contribuir para campo teórico em consolidação que relaciona Educação de Jovens e Adultos e Educação Profissional. Foram analisadas as trajetórias de alunos e alunas egressos/integralizados (processo de estágio obrigatório) do curso de técnico em informática PROEJA, do IF (Instituto Federal Sul-Rio-Grandense) Campus Charqueadas. Os conceitos principais da tese são: inclusão digital, inserção profissional e trajetórias. O objetivo geral da pesquisa foi analisar o processo de inserção profissional dos alunos egressos e/ou integralizados do curso de técnico em Informática, modalidade EJA, considerando, em especial, a formação recebida no curso e inclusão digital dos mesmos a partir das trajetórias ocupacionais, buscando aproximações com os referencias teóricos que inter relacionam Trbalho e Educação. O problema de pesquisa foi: quais os lugares da inclusão digital na formação técnica de nível médio em trajetórias de jovens e adultos do PROEJA para a sua inserção profissional como Técnicos em Informática na atualidade? Foram produzidas ainda as seguintes questões de pesquisa: 1) Quais os lugares da inclusão digital nas trajetórias para a inserção profissional de jovens e adultos? 2) Quais as relações entre a formação nos cursos técnicos PROEJA e as demandas do mercado de trabalho percebidas pelos egressos do curso? Foram realizadas entrevistas com a coordenadora do curso e quatro alunos egressos/integralizados, além de análise do documento Base do PROEJA. A partir das análises realizadas, foi possível perceber que os alunos possuíam trajetórias descontínuas, e não estavam incluídos digitalmente. A partir da formação recebida pode-se afirmar que os alunos encontram-se em processo de inclusão digital, e a formação recebida incide de forma positiva em suas trajetórias, criando melhores possibilidades de inserção profissional e inclusão digital.",http://www.repositorio.jesuita.org.br/handle/UNISINOS/3170,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Barbosa, Rayla Barcellos",Não informado pela instituição,"Fonseca, Angélica Ferreira||Não informado pela instituição",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Ações de enfrentamento da COVID-19: mobilizações sociais em favelas do Rio de Janeiro,2022,Fundação Oswaldo Cruz (FIOCRUZ),FIOCRUZ,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,Não informado pela instituição,Não informado pela instituição,por,"O objetivo do presente trabalho foi descrever e discutir as experiências de enfrentamento da Covid-19 formuladas e implementadas por mobilizações sociais de favelas da cidade do Rio de Janeiro. Partimos do pressuposto de que as ações que têm origem nas favelas e o protagonismo dos sujeitos que vivem nesse território, inserem-se num quadro de participação social e de lutas por melhores condições de vida, que afirmam a saúde como direito. Os objetivos do estudo foram: identificar os eixos de atuação dessas organizações coletivas; caracterizar as principais ações desenvolvidas em cada eixo e sua relação com as necessidades da população; mapear as parcerias estabelecidas para viabilizar as ações e, refletir sobre a relação desses movimentos com os mecanismos de proteção social que emergem do poder público durante a pandemia. Como técnicas de pesquisa, incluíram-se a análise de documentos e entrevistas com lideranças comunitárias das seguintes mobilizações sociais organizadas: Grupo Eco /Favela Santa Marta; Coletivo Fala Akari /Favela de Acari; Frente de Mobilização da Maré /Complexo da Maré e Coletivo Favela Vertical /Favela da Gardênia Azul. A partir do estudo foi possível confirmar que as principais ações se organizam nos eixos: insegurança alimentar; apoio ao trabalho; comunicação popular e informação e, medidas de prevenção da Covid-19. As ações implementadas buscaram responder às necessidades que sempre estiveram presentes nesses territórios, mas, que no contexto da Covid, precisaram de respostas urgentes, ainda que de alcance limitado. Ao longo das entrevistas, distinguimos dois tipos de articulação: externa e interna, ambas visavam prover recursos materiais imediatos para responder às necessidades emergenciais. Nosso estudo captou uma frágil articulação com estruturas do poder público, não identificamos nem instituições que desenvolveram projetos mais permanentes, nem canais de financiamento que permitissem que as ações tivessem maior abrangência e continuidade. Também não identificamos formas de participação mais estáveis em espaços de construção de políticas voltadas para a favela, ainda que somente nesse contexto da pandemia da Covid-19.",https://arca.fiocruz.br/handle/icict/56291,Não informado pela instituição,Não informado pela instituição,"BARBOSA, Rayla Barcellos. Ações de enfrentamento da COVID-19: mobilizações sociais em favelas do Rio de Janeiro. 2022. 114 f. Dissertação (Mestrado Profissional em Educação Profissional em Saúde) - Escola Politécnica de Saúde Joaquim Venâncio, Fundação Oswaldo Cruz, Rio de Janeiro, 2022."
"de Melo Cabral, Sabrina",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Redes sociais e compartilhamento de conhecimento : o caso do Centro Tecnológico do Agreste de Pernambuco,2009,Universidade Federal de Pernambuco (UFPE),UFPE,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,Redes sociais||Compartilhamento do conhecimento||Sistema local de inovação e centros tecnológicos,Não informado pela instituição,por,"O estudo teve como objetivo analisar a atuação do Centro Tecnológico do Agreste (CTA) de Pernambuco, instalado em Caruaru, e no contexto da política pública estadual de inovação, sob a lente de Sistemas Locais de Inovação (SLI), Políticas Públicas (PP), Redes Sociais (RS) e Compartilhamento do Conhecimento. O método de pesquisa adotado foi o qualitativo, sendo a estratégia utilizada a do estudo de caso único. Os dados foram coletados por meio de pesquisa documental, bibliográfica e entrevistas semi-estruturadas e individuais, além de notas de campo feitas nas visitas a Caruaru. A análise focalizou o papel do CTA indicando a incipiência de um sistema local de inovação. O SLI foi delineado com base nas relações sociais existentes entre os stakeholders mapeados, ao longo de um processo de desenvolvimento local, empreendido pelo governo estadual, compreendendo tanto a gestão de Jarbas Vasconcelos como a de Eduardo Campos. Como mencionado, o modelo de análise abordou redes sociais, delimitação do espaço sociotécnico e das relações sociais construídas nesse entorno, enfocando as necessidades locais em relação ao saber direcionado para a educação, inovação e desenvolvimento local. Sendo assim, no que se refere ao propósito de promover uma gestão mais compartilhada e de interiorização do conhecimento, o entendimento é de que ainda são reduzidos os avanços alcançados pelo CTA no sentido deste ser o agente de fomento à consolidação da base local de inovação, pelo menos no curto prazo. Os resultados indicam que, das três funções básicas: Educação Profissional, Inovação Tecnológica e Empreendedorismo, inicialmente atribuídas ao CTA, apenas a primeira vêm se institucionalizando. Podendo-se afirmar que o papel que o CTA desempenha nesse sistema local de inovação estudado está aquém do esperado tanto pelos stakeholders quanto pelo delineado em sua criação por meio do Programa de Centros Tecnológicos. Vale salientar que a produção local e a adaptação de inovações por muitas vezes seguem através da prática, nas tentativas dos produtores locais. Há programas institucionais implementados pelo Sistema S (SEBRAE, SENAC, SENAI, SESI e SESC), mas esse mecanismo pode ser intensificado, devido à necessidade de velocidade nas inovações no contexto do CTA, por meio de intercâmbios interinstitucionais, socialização dos conhecimentos, crédito, infra-estrutura para a consolidação das alianças nas redes impulsionando a produção de inovação e conhecimento","de Melo Cabral, Sabrina; Rodrigues Oliveira, Rezilda. Redes sociais e compartilhamento de conhecimento : o caso do Centro Tecnológico do Agreste de Pernambuco. 2009. Dissertação (Mestrado). Programa de Pós-Graduação em Administração, Universidade Federal de Pernambuco, Recife, 2009.||https://repositorio.ufpe.br/handle/123456789/528",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Gotardo, Suzana Maria",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Políticas de comunidade nos terrenos da educação,2011,Universidade Federal do Espírito Santo (UFES),UFES,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,Comunidade - História||Educação||Políticas||Escolas||Psicologia||159.9,Não informado pela instituição,por,"The present study, conducted in a school of federal network of professional education, science and technology in the state of Espirito Santo and linked to agricultural training offered to investigate what we call the politics of community: the forms that are called community, field of forces that produce them, their uses and meanings. We look for with it investigate how the object built community historically has been operated in the realms of education, place objects and school community in the crucible of history, as well as naturalization in this school-community expression, analyze the practices that produce under the name of the community and the effects of reality that these practices produce, affirm a concept of community that put up the lived experiences in this particular school. Throughout the text, we try to show how much these policies of community are diverse, operating both catches, segmentations and individualized movements, the practice of solidarity, collective and otherness, which seek to affirm. It is a foray into that passes for community-forms crystallized as well as the production of another modes of community possible/experienced in the course of this research.",http://repositorio.ufes.br/handle/10/6735,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Camargo, Raquel Arévalo de",Não informado pela instituição,"Fonseca, Angélica Ferreira||Não informado pela instituição",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,A educação permanente em saúde como estratégia de transformação das práticas em um centro de reabilitação,2018,Fundação Oswaldo Cruz (FIOCRUZ),FIOCRUZ,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,Não informado pela instituição,Não informado pela instituição,por,"No mundo do trabalho, o trabalhador ora aparece como recurso humano que necessita ser gerido, ora como um instrumento de gestão com grande capacidade de interferir nas relações de trabalho e na qualidade dos serviços de saúde, como postula a Política Nacional de Educação Permanente em Saúde (PNEPS). O presente estudo tem por objetivo analisar o desenvolvimento das ações da Comissão de Educação Permanente em Saúde (CEPS) do Centro Integral de Reabilitação Dom Aquino Corrêa (Cridac), entendida como ferramenta de transformação do processo de trabalho. Objetiva-se nesta pesquisa descrever e discutir o processo de sua implantação; caracterizar a dinâmica da estrutura e de atuação; e identificar a percepção dos sujeitos diretamente implicados no trabalho da CEPS no que diz respeito às melhorias obtidas na qualidade da atenção e do processo de trabalho. Trata-se de uma pesquisa qualitativa, que adota como método o estudo de caso. As técnicas de investigação são as pesquisas bibliográfica e documental, bem como as entrevistas. Os sujeitos das entrevistas são os trabalhadores diretamente envolvidos com a comissão. Entre os resultados destacam-se: a desmotivação inicial dos trabalhadores, fator que a princípio foi uma grande dificuldade para instituir a comissão, reverteu-se em alavanca para a sua efetivação; a despeito do papel fundamental de uma servidora específica na criação da comissão, viu-se que sua organização e seu funcionamento estão fortemente ligados à mobilização e à participação coletiva dos trabalhadores do Cridac, unido ao apoio da direção da unidade. Estes sujeitos –diante de uma estrutura física que em parte reflete a desvalorização de seus serviços e deles enquanto trabalhadores do SUS – conseguem, em certa medida, identificar possibilidades de uma prática diferente. O estudo nos permite afirmar que mesmo que o trabalhador da saúde seja o ator principal para a sustentação de políticas de saúde, ele não pode ser o único responsabilizado pelo desenvolvimento das ações de um sistema complexo como o SUS, que responde a uma política social inserida em uma estrutura social, política e econômica conflitosa e contraditória.",https://arca.fiocruz.br/handle/icict/32030,Não informado pela instituição,Não informado pela instituição,"CAMARGO, Raquel Arévalo de. A educação permanente em saúde como estratégia de transformação das práticas em um centro de reabilitação. 2018, 106 f. Dissertação (Mestrado Profissional em Educação Profissional em Saúde) - Fundação Oswaldo Cruz. Escola Politécnica de Saúde Joaquim Venâncio, Rio de Janeiro, 2018."
"Silva, Maria da Salete da",http://lattes.cnpq.br/5886134694956828,"Sanchez, Sandra Barros||Não informado pela instituição",http://lattes.cnpq.br/5592332884126912||Não informado pela instituição,"Monteiro, Rosa Cristina||Anjos, Maylta Brandão dos||Não informado pela instituição||Não informado pela instituição||Não informado pela instituição",Não informado pela instituição,A questão agrária e a educação agrícola: estudo de caso no Campus Vitória de Santo Antão do Instituto Federal de Pernambuco,2011,Universidade Federal Rural do Rio de Janeiro (UFRRJ),UFRRJ,Brasil,Instituto de Agronomia,Programa de Pós-Graduação em Educação Agrícola,Educação,openAccess,masterThesis,Questão Agrária||Educação Agrícola||Formação Pedagógica,Agrarian Question||Agricultural Education||Pedagogical Education,por,"As questões agrárias e os movimentos sociais no campo são temas bastante recorrentes nas discussões dos círculos políticos, mas vistos de forma precária nas práticas educativas dos cursos técnicos agrícolas da Rede Federal de Educação Profissional e Tecnológica. No Campus Vitória de Santo Antão do Instituto Federal de Pernambuco isso não é diferente. Nosso objeto de estudo constituiu-se na análise de como as questões das lutas sociais no campo são abordadas nos componentes curriculares dos cursos técnicos da área agrícola daquela Instituição e de que forma essa abordagem concorre para a construção e valorização de uma identidade rural no aluno. Ao longo da pesquisa procuramos respostas para as seguintes inquietações: como o Campus Vitória de Santo Antão vem trabalhando para a valorização do homem do campo? Como seus alunos estão sendo trabalhados para valorizar o espaço agrário em que estão inseridos? O que essas escolas vêm fazendo para que esses alunos, ao término do curso, voltem para a zona rural e nela possam intervir e impulsionar seu desenvolvimento e não busquem o espaço urbano para aplicar os conhecimentos adquiridos? . Para dar sustentação teórica ao trabalho, buscamos nos fundamentar em diversos estudiosos e pesquisadores que já têm produzida uma literatura sobre o tema abordado. Para um melhor entendimento sobre os caminhos percorridos pela história das lutas por posse de terra no Brasil, recorremos a Manuel Correia de Andrade, Salete Caldart, Elide Rugai e Sérgio Celani Leite. Para a execução da pesquisa, foram aplicados questionários semi-estruturados com os docentes e entrevistas com os discentes da Escola campo de pesquisa, tendo como fundamentação teórica Duarte (2002), quando afirma que “é o pesquisador quem define os objetivos da pesquisa e quem escolhe o método de investigação”, fazendo-se em seguida o confronto teórico considerando as observações e análises dos dados da pesquisa e o referencial teórico utilizado. Analisou-se ainda o Projeto Político-Pedagógico do Campus. Essas etapas objetivaram colher informações a respeito de como a questão agrária está sendo ou pode ser tratada nos currículos dos cursos, materializados por eles em sala de aula. Após a coleta de dados e com base no referencial teórico analisado, procuramos sistematizar as informações obtidas buscando estabelecer a relação entre o teórico e o prático, o concreto e o abstrato. Os dados coletados contribuíram para compreender que a prática de discussão dos temas relacionados às questões agrárias e movimentos sociais está bem distante das necessidades dos alunos. Concluiu-se que é preciso as escolas da Rede Federal de Educação Profissional Tecnológica que trabalham com o ensino agrícola enfrentarem, de fato, a responsabilidade de preparar os docentes e discentes para se apropriarem conceitual, histórica e politicamente dos problemas e necessidades vividos pelo homem do campo, contribuindo para a construção de uma identidade no aluno, que favoreça sua fixação no meio onde potencialmente ele deve viver, trabalhar e produzir, com a construção de uma estrutura curricular que possa propor uma educação fundamentada nos interesses da classe trabalhadora.",https://rima.ufrrj.br/jspui/handle/20.500.14407/12346,Não informado pela instituição,Não informado pela instituição,"Silva, Maria da Salete da. A questão agrária e a educação agrícola: estudo de caso no Campus Vitória de Santo Antão do Instituto Federal de Pernambuco. 2011. [81 f.]. Dissertação( Programa de Pós-Graduação em Educação Agrícola) - Universidade Federal Rural do Rio de Janeiro, [Seropédica - RJ] ."
"Rosa, Márcia de Freitas",http://lattes.cnpq.br/4751801043475894,"Gregório, Sandra Regina||Não informado pela instituição",http://lattes.cnpq.br/0015837037500256||Não informado pela instituição,"Porte, Luciana Helena Maia||Moura, Mirian Ribeiro Leite||Não informado pela instituição||Não informado pela instituição||Não informado pela instituição",Não informado pela instituição,A aplicação de boas práticas: uma contribuição para a atualização das competências nos currículos dos cursos técnico em Agropecuária e Agroindústria do IFTM – Campus Uberlândia,2010,Universidade Federal Rural do Rio de Janeiro (UFRRJ),UFRRJ,Brasil,Instituto de Agronomia,Programa de Pós-Graduação em Educação Agrícola,Educação,openAccess,masterThesis,Ensino Profissional||Prática Pedagógica||Mudança curricular||Boas Práticas,Professional Education. . .||Pedagogical Practices||Curricular Change||Good Practices,por,"Neste trabalho foi estudada a contribuição das Boas Práticas Agrícolas e de Fabricação na aquisição de competências propostas pelas matrizes curriculares dos Cursos Técnicos em Agropecuária e Agroindústria do Instituto Federal do Triângulo Mineiro-Campus Uberlândia (IFTM-Campus Uberlândia). Foi utilizada uma proposta interdisciplinar aplicada à produção de hortaliças folhosas destinada ao consumo no Setor de Alimentação e Nutrição da Instituição. Participaram da pesquisa 20 estudantes do Curso Técnico em Agropecuária e 17 do Curso em Agroindústria do IFTM-Campus Uberlândia. Utilizou-se como objeto de trabalho para a avaliação pedagógica o plantio de alface, sendo um na forma convencional e outro com a aplicação das Boas Práticas Agrícolas. Na avaliação do processo pedagógico, utilizou-se o método de avaliação de atitude do indivíduo, construindo-se questões afirmativas relativos às principais fases de desenvolvimento das etapas que compuseram este trabalho (processo e seus controles e análises microbiológicas). Os instrumentos de avaliação continham afirmativas referentes aos conceitos e conhecimentos necessários para compreender as etapas que envolvem o processo das boas práticas. Estas foram pontuadas com uma escala variando entre o “discordo muito” ao “concordo muito”, com um total de sete pontos. Esses foram aplicados em duas etapas diferentes, sendo a primeira representativa da condição zero, ou seja, sem qualquer envolvimento com as atividades do projeto e a segunda, após concluir as atividades práticas. Utilizou-se ainda, análise das imagens dos sujeitos nas diferentes etapas do trabalho. Para cada plantio foram selecionados 50 pés de alface, colhidos aleatoriamente. As amostras de cada plantio (convencional e BPA) e cada processamento (convencional e BPF), após a coleta, foram transportadas para o Laboratório de Análises Microbiológicas de Alimentos do IFTM-Campus Uberlândia, onde foram realizadas as análises de Coliformes a 35°C e Coliformes a 45°C. Os testes diagnósticos sobre os conhecimentos em BPA e BPF apresentaram notas médias superiores a 6 para os quatro grupos avaliados, houve um aumento nos valores das notas das avaliações, após o treinamento aplicado. Entretanto, os resultados não demonstraram diferenças estatísticas significativas entre os grupos, tanto no primeiro quanto no segundo momento em relação ao nível de conhecimento sobre BPA e BPF. Esse resultado pode ser justificado, uma vez que o estudo teve a limitação quanto ao pequeno tamanho da amostra. Na análise das imagens dos sujeitos nas diferentes etapas do trabalho foi observada a cooperação e a organização do grupo com a criação de lideres melhorando o desempenho das suas atividades. O presente trabalho permitiu vincular o conhecimento acadêmico à pesquisa aplicada. Foi possível acompanhar a construção do conhecimento por parte dos estudantes e pesquisador, que se efetivou por meio dos princípios que embasam a prática interdisciplinar, os quais contribuem para a formação de cidadãos críticos e participativos.",https://rima.ufrrj.br/jspui/handle/20.500.14407/12138,Não informado pela instituição,Não informado pela instituição,"ROSA, Márcia de Freitas. A aplicação de boas práticas: uma contribuição para a atualização das competências nos currículos dos cursos técnico em Agropecuária e Agroindústria do IFTM - Campus Uberlândia. 2010. 85 f. Dissertação (Programa de Pós-Graduação em Educação Agrícola) - Instituto de Agronomia, Universidade Federal Rural do Rio de Janeiro, Seropédica, 2010."
"Lavor, Aparecido Weyne",http://lattes.cnpq.br/1855366926504688,"Sanavria, Argemiro||Não informado pela instituição",Não informado pela instituição,"Sanavria, Argemiro||Thomé, Sandra Maria Gomes||Vilela, Joice Aparecida Rezende||Santos, Tiago Marques dos||Não informado pela instituição",Não informado pela instituição,Educação agrícola: influência de estudo experimental com Moringa oleifera (Lam.) na alimentação de frangos de corte no processo de ensino-aprendizagem de discentes de Curso Técnico Integrado em Agropecuária,2022,Universidade Federal Rural do Rio de Janeiro (UFRRJ),UFRRJ,Brasil,Instituto de Agronomia,Programa de Pós-Graduação em Educação Agrícola,Educação,openAccess,masterThesis,Moringa oleífera||Experimentos no ensino médio e técnico||Ensino- Aprendizagem||Institutos Federais,Experiments in secondary and technical education||Teaching- Learning||Federal Institutes.,por,"Este estudo teve como objetivo analisar a influência de práticas pedagógicas de campo no processo de ensino-aprendizagem de discentes do Curso Técnico Integrado em Agropecuária do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais (IFMG), Campus São João Evangelista (SJE), tendo como tema gerador a realização de um estudo experimental com Moringa oleifera (Lam.) na alimentação de frangos de corte, com o uso da moringa como substituta de ingredientes tradicionais da ração de aves. Foram utilizados métodos qualitativos para avaliar a participação dos alunos na pesquisa, tais como a observação e a realização de entrevistas semiestruturadas na coleta de dados. Utilizou-se, também, métodos quantitativos para subsidiar as análises específicas contidas em capítulo exclusivo que trata do experimento com a Moringa oleifera. Dentre os resultados obtidos foi possível, a partir das discussões e dos achados, constatar que a experimentação é uma importante ferramenta pedagógica para a melhoria do aprendizado no ensino médio/técnico. Com relação à participação dos alunos, é possível afirmar a relevância de elementos do seu cotidiano na realização de atividades práticas e de pesquisa, a exemplo de experimentos, e que contextualizadas possibilitam a troca de saberes, favorecendo o desenvolvimento na aprendizagem. Ao trazer a sua realidade para o ambiente escolar, estes estudantes compreendem melhor a importância de se articular o fenômeno observado com a teoria aprendida em sala de aula. E ainda que o experimento tenha ocorrido em um momento atípico, em meio à pandemia do novo coronavírus, confirmou-se a sua importância justamente por, mesmo ocorrendo em uma conjuntura adversa, ter possibilitado aos alunos acompanhar presencialmente o experimento, promovendo motivação e colocando-os em contato direto com a rotina da produção científica e seus fins. Dentre as conclusões, é possível afirmar que os experimentos realizados com o envolvimento de discentes são potenciais aliados tanto do ensino para o professor, quanto do aprendizado para os alunos, motivando e despertando o interesse para avançar na busca do conhecimento científico. Por fim, diante das dificuldades encontradas para a construção do experimento e da pesquisa, devido às limitações sanitárias, não foi possível afirmar que todos os achados são conclusivos. Entretanto, reitera-se que várias das observações encontram respaldo no referencial teórico apresentado na revisão de literatura, demonstrando a assertividade e a correção dos instrumentos e dos caminhos metodológicos utilizados para a consecução deste trabalho.",https://rima.ufrrj.br/jspui/handle/20.500.14407/12738,Não informado pela instituição,Não informado pela instituição,"LAVOR, Aparecido Weyne. Educação agrícola: influência de estudo experimental com Moringa oleifera (Lam.) na alimentação de frangos de corte no processo de ensino-aprendizagem de discentes de Curso Técnico Integrado em Agropecuária. 2022. 53 f. Dissertação (Mestrado em Educação Agrícola) - Instituto de Agronomia, Universidade Federal Rural do Rio de Janeiro, Seropédica, 2022."
"Pimentel, Ricardo Bittencourt",http://lattes.cnpq.br/0458945350795295,"Gregório, Sandra Regina||Não informado pela instituição",http://lattes.cnpq.br/0015837037500256||Não informado pela instituição,"Gregório, Sandra Regina||Abreu, João Batista Rodrigues de||Coelho, Geovália Oliveira||Não informado pela instituição||Não informado pela instituição",http://lattes.cnpq.br/0015837037500256||http://lattes.cnpq.br/8615110424985448||http://lattes.cnpq.br/1105733142044465||Não informado pela instituição||Não informado pela instituição,Sistema de acompanhamento de egressos no Instituto Federal de Minas Gerais – estudo de caso no curso em sistemas de informação do Campus São João Evangelista.,2019,Universidade Federal Rural do Rio de Janeiro (UFRRJ),UFRRJ,Brasil,Instituto de Agronomia,Programa de Pós-Graduação em Educação Agrícola,Educação,openAccess,masterThesis,Egresso||Formação acadêmica||Educação Superior||Mercado de trabalho,Egress||Academic education||Higher Education||Labor market,por,"Para qualificar a oferta de curso, melhorar sua atuação e cumprir mais adequadamente sua missão, as Instituições de Ensino Superior necessitam obter informação sobre seus egressos. Com a expansão da Rede Federal de Educação Profissional e Tecnológica e o aumento significativo do uso da Tecnologia da Informação e Sistemas de Informação nas instituições educacionais faz-se necessário identificar se as instituições estão de fato cumprindo seus objetivos e criando oportunidades ao público que se destina como também se estão formando profissionais conforme seus projetos de acordo com a área de atuação, formação humana e o mercado de trabalho. Nesse sentido, nessa pesquisa pretendeu-se mapear e caracterizar os egressos do Curso Bacharelado em Sistemas de Informação do Instituto Federal de Minas Gerais Campus São João Evangelista, através da criação de um portal de acompanhamento de egressos, contendo um questionário e ferramentas para envolver e interagir com os egressos nas atividades da instituição e nas oportunidades existentes na área de atuação e no mercado de trabalho. Para a criação desse portal, foi levado em consideração os 38 portais de egressos dos Institutos Federais e o questionário sobre o sistema com os egressos do curso. Para desenvolver essas atividades foi utilizada uma abordagem qualitativa com elementos quantitativos, realizada através de levantamento e análise de dados dos egressos do curso. Após o desenvolvimento do portal foi realizado uma pesquisa com os egressos, utilizando o questionário eletrônico contido no portal. Ao final desse trabalho, obteve-se os resultados da coleta dos dados dos egressos e sua apresentação e considerações. Por fim espera-se que as informações obtidas com os egressos possam contribuir como fonte de informação para a melhoria da qualidade do ensino e do curso, como também iniciar um projeto piloto de interação efetiva e duradora dos egressos com a instituição.",https://rima.ufrrj.br/jspui/handle/20.500.14407/12675,Não informado pela instituição,Não informado pela instituição,"PIMENTEL, Ricardo Bittencourt. Sistema de acompanhamento de egressos no Instituto Federal de Minas Gerais – estudo de caso no curso em sistemas de informação do Campus São João Evangelista. 2019. 96f. Dissertação (Mestrado em Educação Agrícola) - Instituto de Agronomia, Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, 2019."
"Piacentini, Claudia Cristina",http://lattes.cnpq.br/7604921294197438,"Santos, Ana Cristina Souza dos||Não informado pela instituição",http://lattes.cnpq.br/4663575610102204||Não informado pela instituição,"Almeida, Nilma Figueiredo de||Vasconcelos, Helena Corrêa de||Não informado pela instituição||Não informado pela instituição||Não informado pela instituição",Não informado pela instituição,"Reprovação, abandono evasão: um estudo de caso no curso de bacharelado em zootecnia da Universidade Tecnológica Federal do Paraná – Campus Dois Vizinhos",2012,Universidade Federal Rural do Rio de Janeiro (UFRRJ),UFRRJ,Brasil,Instituto de Agronomia,Programa de Pós-Graduação em Educação Agrícola,Ciências Humanas,openAccess,masterThesis,Evasão||Zootecnia||Universidade||Programas||Permanência,Evasion||Animal Science||University||Programs||Permanence,por,"Este estudo aborda a temática evasão de alunos no âmbito do ensino superior, que por sua vez surgiu da inquietação resultante dos elevados índices de evasão observados nos cursos de Graduação da Universidade Tecnológica Federal do Paraná – Câmpus Dois Vizinhos, neste sentido, delimitou-se a abordagem especificamente ao Curso de Bacharelado em Zootecnia. O objetivo principal buscou encontrar elementos que viessem a contribuir e promover a melhoria do ensino e a permanência dos discentes no Curso de Graduação em Zootecnia da UTFPR. Em termos de marcos teóricos, estes compreenderam conceitos acerca da evasão acadêmica em âmbito nacional e internacional e as políticas públicas atuais da educação superior no Brasil. A pesquisa utilizou como técnicas na coleta de dados primeiramente um levantamento dos números da evasão junto ao sistema acadêmico da UTFPR, e na sequência questionários que envolveram os discentes regularmente matriculados no curso de zootecnia, os discentes evadidos e os docentes que ministram aulas no curso. A pesquisa caracteriza-se como qualitativa e quantitativa, sendo que o método para a análise dos dados foi a análise de conteúdo. Quanto aos resultados identificou-se que as possíveis causas da evasão estão relacionadas a três perspectivas: a escolha precoce da profissão que está ligada à maturidade e indecisão; o nível socioeconômico dos discentes que afeta diretamente na permanência na Instituição; e suas habilidades acadêmicas que estão relacionadas com sua trajetória escolar e ao pouco envolvimento com o curso. A partir da identificação das perspectivas, foram sugeridos alguns programas que podem auxiliar na minimização da problemática evasão no curso de bacharelado em zootecnia da Universidade, promovendo assim, a permanência do aluno na Instituição, os programas são: Programa de Tutoria; Bolsas de auxílio aos discentes carentes e; Programa de Nivelamento. Como conclusão fica o desafio de buscar introduzir os programas na Universidade via Reitoria, para que estes se solidifiquem e gerem resultados efetivos.",https://rima.ufrrj.br/jspui/handle/20.500.14407/12839,Não informado pela instituição,Não informado pela instituição,"PIACENTINI, Claudia Cristina. Reprovação, abandono evasão: um estudo de caso no curso de bacharelado em zootecnia da Universidade Tecnológica Federal do Paraná - Campus Dois Vizinhos. 2012. 116 f. Dissertação (Programação de Pós-Graduação em Educação Agrícola) - Universidade Federal Rural do Rio de Janeiro, Seropédica."
