Autor(a),ID Lattes do(a) autor(a),Orientadores,ID Lattes dos orientadores,Membros da banca,ID Lattes dos membros da banca,Título,Ano de defesa,Instituição de defesa,Sigla da instituição de defesa,País da instituição de defesa,Departamento da instituição de defesa,Programa de Pós-Graduação da instituição de defesa,Área do conhecimento CNPq,Tipos de acesso,Tipo de documento,Assuntos em português,Assuntos em inglês,Idioma,Resumo,Link de acesso,Resumo em Português,Resumo em Inglês,Referência Bibliográfica
"Gonçalves, Paula Joseane Rocha",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Saberes docentes e trajetos formativos de professores de língua portuguesa da EPT,2021,Universidade Federal de Santa Maria (UFSM),UFSM,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,Saberes docentes||Ensino||Língua portuguesa||Teaching knowledge||Teaching||Portuguese language||CNPQ::CIENCIAS HUMANAS::EDUCACAO,Não informado pela instituição,por,"This research is linked to the line of research Teacher Training for Professional Education of the Master in Professional and Technological Education at UFSM and to the Group of Studies and research in Initial and Continuing Teacher Training - Magma. To do so, we started with the following research question: How are the teaching knowledge constituted and in what way the formative paths are singularized by the experiential knowledge of the Portuguese Language teachers in the EBPT of a Federal Institute of Rio Grande do Sul? Is there any impact of these paths on the praxis of these teachers? Seeking to answer this question, this dissertation presents a research carried out with eight educators, which aimed to know the training paths and teaching knowledge of teachers of Portuguese Language and Brazilian Literature, working in Integrated Technical courses at the medium level of Professional and Technological Education (EPT), in the sense of analyzing how training paths and teaching knowledge influence their pedagogical practices. We seek to know their training paths, their teaching knowledge, the representations they have of teaching as well as the educational practices developed by them and that leverage the teaching of LPLB. For this, the methodological choice was qualitative research. The inclusion criteria were to be an effective teacher in the area of Letters and to be working with the discipline of LPLB in the integrated technical courses at the secondary level. As for the production of data, the interviews were of the semi-structured type, which allows for greater interaction between the interviewer and the interviewee. For data analysis, Content Analysis according to Bardin was used. It was possible to realize that the training paths of employees are full of professional choices and that experiential knowledge is essential for the success of educational practices in the classroom. In addition, LPLB teaching is based on proposals for meaningful activities for learners. Although the professors affirm that they have learned in practice to work with Integrated High School, it is important to emphasize that universities must qualify future teachers for work in EPT.",http://repositorio.ufsm.br/handle/1/22319,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Almeida, Adriana de",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Um estudo do E no processo de implantação no estado do Paraná do PROEJA : problematizando as causas da evasão,2009,Universidade Federal do Paraná (UFPR),UFPR,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,Educação de adultos||Evasão escolar na educação de adultos||Educação,Não informado pela instituição,por,Orientadora: Monica Ribeiro da Silva,https://hdl.handle.net/1884/18631,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Neves, Bruno Miranda",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Educação Profissional Técnica de nível médio no Brasil: reconstrução histórica das disputas dos anos 1930 a 2014,2023,Universidade do Estado do Rio de Janeiro (UERJ),UERJ,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,doctoralThesis,Educação profissional técnica de nível médio||Formação social brasileira||Dualidade estrutural||Contrarreforma do Estado||Educación profesional técnica de nivel medio||Formación social brasileña||Dualidad estructural||Contrarreforma del Estado||CIENCIAS HUMANAS::CIENCIA POLITICA::POLITICAS PUBLICAS,Não informado pela instituição,por,"Esta tese examinou, ao longo de diferentes governos (1930-2014), a relação entre a estrutura econômico social, política e jurídica e a dualidade estrutural na educação brasileira, estudando como a integração da educação profissional ao ensino médio aponta para a possibilidade de travessia para a escola unitária e a educação politécnica. A questão central foi interpretar como se expressam os embates frente à dualidade educacional, na relação entre estrutura econômica, política, jurídica e educacional no processo histórico da sociedade brasileira e, em que medida o Decreto n.º 5.154/2004 – que possibilita a integração da educação profissional ao ensino médio – concorre para a formação integral do ser humano. Um processo que se relaciona direta e fortemente com as lutas pela superação do capitalismo dependente, da modernização conservadora e do Estado autoritário. A hipótese que orientou esta pesquisa foi a de que a Educação Profissional Técnica Integrada ao Ensino Médio resulta de um processo de lutas em contraponto aos ideários hegemônicas de educação que se manifestam nos debates da Lei de Diretrizes e Bases da Educação Nacional (LDB) de 1996 e no confronto com a dualidade estrutural imposta pelo Decreto n.º 2.208 de 1997, afirmando-se como possibilidade de travessia à formação omnilateral. Foram priorizados os embates entre formação integral e a formação unilateral próprios da sociedade de classes. No plano dos procedimentos metodológicos, utilizou-se o levantamento e a revisão da legislação e da literatura especializada sobre a problemática, sublinhando a gestão da Educação Profissional nas setes décadas analisadas. Por fim, apresenta-se uma síntese do início da experiência educacional soviética, das formulações de Antonio Gramsci e de como estas se constituíram em inspiração para a propositura do Ensino Médio Integrado à Educação Profissional, nos governos liderados pelo Partido dos Trabalhadores. Considerando que nos embates das propostas vinculadas à classe trabalhadora com aquelas oriundas da classe detentora do capital, o que se sobressai são as formas pendulares de educar os trabalhadores, majoritariamente reiterando a iniquidade da sociedade brasileira, e, em raros lapsos temporais, se dirigindo parcialmente às necessidades das classes subalternas.","NEVES, Bruno Miranda. Educação Profissional Técnica de nível médio no Brasil: reconstrução histórica das disputas dos anos 1930 a 2014. 2023. 220 f. Tese (Doutorado em Políticas Públicas e Formação Humana) – Centro de Educação e Humanidades, Universidade do Estado do Rio de Janeiro, 2023.||http://www.bdtd.uerj.br/handle/1/21586",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Lima, Joyce Ingrid de",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Sobre aprendizagem e afetos: a mediação pedagógica no ensino de química como espaço para superação de dicotomias,2021,Universidade de São Paulo (USP),USP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,Afetividade||Affectivity||Chemistry teaching||Ensino de Química||Learning situations||Obutchénie||Obutchénie||Situações de aprendizagem,Não informado pela instituição,por,"É possível identificar os impactos afetivos nas relações que se estabelecem entre o sujeito e o objeto nas relações de ensino? A partir desse questionamento apresentamos um estudo que buscou compreender tais impactos em um espaço muito especial que é a escola. Como objetivo principal da pesquisa investigamos os aspectos afetivos envolvidos nos processos de aprendizagem de química considerando diferentes situações de aprendizagem (aula expositiva dialogada, experimentação, mapa conceitual, elaboração de projetos, maquete, prova individual, prova em dupla, lista de exercícios e seminário). Assumimos como referencial teórico autores que tem suas ideias pautadas na perspectiva teórico-metodológica da Abordagem Histórico-Cultural, principalmente Lev Vigotski (1896-1934) e Henri Wallon (1879-1962), os quais apresentam uma concepção monista de interpretação das relações humanas e do homem consigo mesmo, afirmando que corpo e mente estão imbricados de modo que não há separação entre cognição e afeto, mas, sim, um conjunto unitário. No âmbito da aprendizagem, tais autores apontam a importância dos aspectos afetivos, entendendo o sujeito como um ser múltiplo e complexo. Em termos de objetivos específicos e, por meio de metodologia qualitativa e pesquisa participante, o estudo analisou as possíveis aprendizagens (apropriações/ significações/ informações/ atitudes/ habilidades/ valores) demonstradas pelos alunos nas situações de aprendizagem realizadas; identificou os termos que indicam sentimentos e/ou afetos descritos ou apontados pelos alunos durante as aulas e considerando as diferentes metodologias de ensino utilizadas ao longo da pesquisa; interpretou, a partir das entrevistas dos alunos, quais foram as principais percepções a respeito de um processo educacional que teve como foco a afetividade e a aprendizagem. Para tanto, foi elaborada uma sequência didática que perpassou a temática \'água\' e foi desenvolvida em uma turma de 2º ano do Ensino Médio integrado em Automação de um IFSP do interior de São Paulo. Foram realizados 21 encontros utilizando diversas situações de aprendizagem, de modo que os alunos fossem acompanhados pela pesquisadora utilizando o diagrama do Flow de Mihaly Csikszentmihalyi. Além disso, foram realizadas videogravações das apresentações finais e entrevistas com 10 participantes. Os dados foram sistematizados e organizados em quatro unidades de análise. Os resultados indicam que a utilização de estratégias de ensino diversificadas propicia maior engajamento pelos alunos, uma vez que eles se sentem protagonistas do processo de aprendizagem. Ao proporcionar uma aprendizagem baseada em projetos, com valorização das diferentes etapas do processo de construção do conhecimento científico, os estudantes se sentem desafiados e as relações presentes na sala de aula (professor-aluno-conhecimento) são mais estimuladas e afetivamente desenvolvidas. Dessa forma, identificamos condições possíveis para a construção coletiva de aprendizagens sustentadas por relações indissociáveis entre ciência e encantamento, entre Química e valores humanos, entre cognição e afeto, significações concretas da unidade afeto-volitiva obutchénie.",https://www.teses.usp.br/teses/disponiveis/59/59140/tde-16052021-102623/,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"CARNEIRO, Marcelo Teixeira",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Desenvolvimento de aplicativo educacional para dispositivos móveis no ensino de estatística,2016,Universidade Federal Rural de Pernambuco (UFRPE),UFRPE,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,Aplicativo (software)||Dispositivo móvel||Ensino de estatística||Educação a distância||CIENCIAS HUMANAS::EDUCACAO,Não informado pela instituição,por,"Nas últimas décadas, têm-se vivenciado uma variedade de fontes de informação e modos de comunicação disponíveis, em especial sob a forma de Tecnologias de Informação e Comunicação. Entre essas novas tecnologias, encontram-se os dispositivos móveis, tais como celulares, que evoluem de maneira cada vez mais rápida quando comparados, por exemplo, aos computadores. Entre os ambientes educacionais passíveis de utilizar dispositivos móveis como ferramentas no processo ensino-aprendizagem encontra-se a Educação a Distância (EAD). Tendo por foco a Estatística, atualmente, diversos recursos pedagógicos para dispositivos móveis estão sendo desenvolvidos. Entende-se, dessa forma, que análises sobre os aplicativos podem contribuir para o desenvolvimento de recursos mais adaptados à proposta da EAD. Com isso, objetivou-se desenvolver um aplicativo educacional para dispositivos móveis que auxilie na resolução de problemas de Estatística Básica na formação de alunos do ensino médio na modalidade EAD. Trata-se de pesquisa aplicada de produção tecnológica, descritiva e quantitativa, com delineamento experimental e embasada pela Engenharia Didática. O aplicativo educacional denominado “Statistik” foi concebido a partir de uma parceria entre o curso de Tecnologia em Análise e Desenvolvimento de Sistemas e o curso de Licenciatura em Matemática, ambos do Instituto Federal do Piauí (IFPI), Campus Floriano, Piauí, Brasil. O local selecionado para realização do estudo foi o IFPI, Campus Floriano. Participaram da pesquisa 60 alunos do segundo ano do ensino médio integrado aos cursos técnicos de Eletromecânica e Edificações, divididos aleatoriamente em dois grupos: controle e experimental. Os procedimentos para consecução do estudo foram desenvolvidos a partir de um Minicurso sobre Estatística Básica e, como técnicas para coleta de dados, a aplicação de um questionário para caracterização educacional dos participantes, um pré-teste e um pós-teste. A análise e discussão dos resultados foram apresentados em gráficos e tabelas e discutidos conforme literatura pertinente. Foi realizada a análise bivariada, utilizando-se o teste de Mann Withney. Os resultados permitiram traçar o perfil educacional dos participantes, e no que diz respeito ao pré-teste, as notas significativamente baixas apontaram a necessidade de desenvolver estratégias que colaborassem para melhoria do trabalho desenvolvido em sala de aula envolvendo a Estatística Básica, não sendo verificada diferença Estatística entre os dois grupos participantes. Com o desenvolvimento do Minicurso em Estatística Básica, verificou-se aumento das médias dos alunos participantes, tanto do grupo experimental como do grupo controle. Na avaliação por grupos, verificou-se diferença significativa entre as médias do grupo controle e grupo experimental, o que implica afirmar que o uso do aplicativo para dispositivo móvel desenvolvido (Statistik) influenciou o desempenho acadêmico dos alunos que o empregaram no estudo da Estatística Básica durante o desenvolvimento do minicurso a distância, melhorando as notas. Por fim, os participantes do grupo experimental apontaram como principais vantagens do uso do Statistik o fato dessa tecnologia facilitar a aprendizagem da Estatística Básica.","CARNEIRO, Marcelo Teixeira. Desenvolvimento de aplicativo educacional para dispositivos móveis no ensino de estatística. 2016. 104 f. Dissertação (Programa de Pós-Graduação em Tecnologia e Gestão em Educação a Distância) - Universidade Federal Rural de Pernambuco, Recife.||http://www.tede2.ufrpe.br:8080/tede2/handle/tede2/7977",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Jesus, Luiza Batista De",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,A contrarreforma no Ensino Médio a Lei nº 13.415 e os impactos do ensino profissionalizante na cidade de Iguatu - CE,2021,Universidade Estadual do Ceará,UECE,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,Não informado pela instituição,Não informado pela instituição,por,"O estudo faz uma análise crítica acerca da Lei nº 13.415 da reforma do Ensino Médio, aprovada em 16 de fevereiro de 2017. A Lei é referente à reforma do Ensino Médio, defendida como uma necessidade para reorganizar a estruturação dessa fase educativa, vista como um período singular na formação dos jovens brasileiros, mas com grandes problemas que afetam a conclusão e a universalização. Defende um novo ensino médio com reorganizar o ensino numa perspectiva que visa preparação de jovens a atender a demanda de mão de obra barata para o mercado de trabalho com a inseminação de políticas que defendem a abordagem de ensino profissional. Para a investigação foi definido como objetivo geral, analisar de forma crítica a Lei nº 13.415 da reforma do Ensino Médio, e os específicos foram: - analisar a concepção educativa atribuída ao ensino médio brasileiro em detrimento de interesses definidos pelo emaranhado existente entre educação-capital-estado; - entender a estruturação do ensino médio no Brasil através da Lei nº 13.415, discutindo as implicações na sua efetivação na esfera federal e os interesses político-pedagógicos que reproduzem e consolidam a mercantilização da educação; - averiguar a politica da implantação do Ensino Médio Profissionalizante no Ceará, e por fim, analisar os impactos da política profissionalizante em uma escola estadual do município de Iguatu-Ceará. É necessária a discussão acerca do contexto político, histórico e econômico que se encontra a atual conjuntura brasileira no contexto de crise estrutural do capital, fazendo da educação laço estratégico para viabilizar o empoderamento do sistema capitalista. Analisamos a visão neoliberal e o papel assumido estado, deferindo as mudanças educativas no Ensino Médio com a política profissionalizante. Compreendemos que essas mudanças desempenham um processo de precarização do ensino, como forma de dominação social e inseminação de poderes, divisão de classes e categorias, criação e aperfeiçoamento de padrões de comunidades, entre outras gambiarras, comparando com o pensamento de autores sociais que compreendem a camuflagem de mercado entronizado no campo educacional como via de sustentação do capital, afirmando e consolidando a dualidade da escola. A metodologia utilizada é definida pelo Materialismo Histórico Dialético o qual permite analisarmos simultaneamente vários fatores que contribuem com o ensino médio integrado ao profissional, somada a pesquisa bibliográfica com leitura de autores como Mészáros, Gramsci, Cunha, Ramos, Santos, etc., e a pesquisa documental na analise de documentos referentes a politica de Escolas Estaduais de Ensino Profissional (EEEPs) no estado do Ceará mas especificamente na cidade de Iguatu-CE com a EEEP Amélia Figueiredo de Lavor. As conclusões caminham para uma compreensão sucinta do que representa a implantação das escolas profissionais e seus impactos para os jovens da classe pobre que vem a escola como espaço para luta e resistências pelos seus sonhos e direitos e desejam um ensino de qualidade.",https://siduece.uece.br/siduece/trabalhoAcademicoPublico.jsf?id=102900,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Wiedemann, Ângela Paloma Zelli",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Desenvolvimento de tabela periódica em manufatura aditiva aplicando o conceito de desenho universal para aprendizagem,2020,Universidade Tecnológica Federal do Paraná (UTFPR),UTFPR,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,Tabela periódica dos elementos químicos||Desenho universal||Aprendizagem||Educação inclusiva||Química - Estudo e ensino||Periodic law||Universal design||Learning||Inclusive education||Chemistry - Study and teaching||CNPQ::CIENCIAS HUMANAS||Engenharia/Tecnologia/Gestão,Não informado pela instituição,por,Acompanha produção técina: O desenho universal para aprendizagem e sua prática pedagógica - Caderno pedagógico,"WIEDEMANN, Ângela Paloma Zelli. Desenvolvimento de tabela periódica em manufatura aditiva aplicando o conceito de desenho universal para aprendizagem. 2020. Dissertação (Mestrado em Ensino de Ciência e Tecnologia) - Universidade Tecnológica Federal do Paraná, Ponta Grossa, 2020.||http://repositorio.utfpr.edu.br/jspui/handle/1/5286",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Brazorotto, Cíntia Magno, 1981-",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Origem e destino : o ensino médio profissionalizante no Brasil e na Alemanha,2020,Universidade Estadual de Campinas (UNICAMP),UNICAMP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,doctoralThesis,Educação profissional||Educação e trabalho||Ensino médio profissionalizante||Educação profissional - Alemanha||Vocational education||Education and work||Vocational high school||German vocational education,Não informado pela instituição,por,Orientador: Selma Borghi Venco,"https://hdl.handle.net/20.500.12733/1638752||BRAZOROTTO, Cíntia Magno. Origem e destino: o ensino médio profissionalizante no Brasil e na Alemanha. 2020. 1 recurso online (253 p.) Tese (doutorado) - Universidade Estadual de Campinas, Faculdade de Educação, Campinas, SP. Disponível em: https://hdl.handle.net/20.500.12733/1638752. Acesso em: 28 fev. 2025.",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Bastos, Renato De Angeli Ferreira",http://lattes.cnpq.br/2500622732477074,"Bahia, Bruno Cardoso de Menezes||Não informado pela instituição",http://lattes.cnpq.br/0728241677912831||Não informado pela instituição,"Bahia, Bruno Cardoso de Menezes||Silva, André Romero da||Saleme, Estêvão Bissoli||Não informado pela instituição||Não informado pela instituição",http://lattes.cnpq.br/0728241677912831||http://lattes.cnpq.br/3079774974302460||http://lattes.cnpq.br/8757661847246456||Não informado pela instituição||Não informado pela instituição,"Política de cotas, função social e perfil socioeconômico dos estudantes ingressantes: uma análise do curso técnico em agropecuária do Instituto Federal do Espírito Santo – Campus Itapina",2021,Universidade Federal Rural do Rio de Janeiro (UFRRJ),UFRRJ,Brasil,Instituto de Agronomia,Programa de Pós-Graduação em Educação Agrícola,Educação,openAccess,masterThesis,Evasão||Cotistas||Ifes||Cursos técnicos||Políticas públicas,Evasion||Quota holders||Ifes||Technical courses||Public policies,por,"Por todo o Brasil, os campi dos Institutos Federais de Educação, Ciência e Tecnologia registram altos índices de evasão e fechamento de cursos desde suas fundações. No estado do Espírito Santo, as instituições passam por esses mesmos impasses. Nesse contexto, esta pesquisa tem como objetivo realizar um estudo de caso sobre a evasão escolar no Curso Técnico Integrado ao Ensino Médio em Agropecuária, da Escola Agrotécnica, do Instituto Federal do Espírito Santo (Ifes), Campus Itapina, distrito do município de Colatina, ao Norte do Estado, no período de 2016 a 2019. A pesquisa é de natureza bibliográfica, documental e estatística, com a finalidade de entender a amplitude do fenômeno da evasão entre os alunos cotistas, sob a visão administrativa e docente. O referencial teórico apoia-se em pesquisadores renomados acerca do referido assunto; e quanto à análise documental, utilizou-se a legislação federal que normaliza os Institutos Federais e os documentos internos do Ifes. O objetivo primário foi levantar as características do público evadido na referida unidade de ensino, no período anteriormente apontado. Embora não seja causa única, a pesquisa apontou que o fator econômico parece predominar sobre as demais razões geradoras dos altos índices de evasão, sendo muitas vezes acompanhado da incongruência na conciliação dos estudos com o trabalho, mesmo diante do entendimento, ainda que parcial, de que o curso proporcionará mais oportunidades de inserção no mercado de trabalho. Foi possível perceber que a cota social é uma importante ferramenta de inclusão social, uma vez que permite o ingresso de alunos das classes menos favorecidas a uma instituição reconhecidamente de qualidade. Além disso, percebe-se que a questão do acesso é o principal fator limitante quanto à presença de pobres, mulheres, índios e negros nessas instituições, já que o domínio do conteúdo e a sua posterior aprovação ficou evidente na interpretação dos dados.",https://rima.ufrrj.br/jspui/handle/20.500.14407/12961,Não informado pela instituição,Não informado pela instituição,"BASTOS, Renato De Angeli Ferreira. Política de cotas, função social e perfil socioeconômico dos estudantes ingressantes: uma análise do curso técnico em agropecuária do Instituto Federal do Espírito Santo – Campus Itapina. 2021. 96 f. Dissertação (Mestrado em Educação Agrícola) - Instituto de Agronomia, Universidade Federal Rural do Rio de Janeiro, Seropédica, 2021."
"Lima, Aldaires Aires da Silva",http://lattes.cnpq.br/8098824481727369,"Peixoto, Ana Cláudia de Azevedo||Não informado pela instituição",http://lattes.cnpq.br/8401119661754632||Não informado pela instituição,"Peixoto, Ana Cláudia de Azevedo||Souza, Marco Antonio Ferreira de||Campos, Luis Antônio Monteiro||Não informado pela instituição||Não informado pela instituição",Não informado pela instituição,O fenômeno da retenção escolar e a motivação na concepção dos discentes dos cursos técnicos integrados ao ensino médio dos campi Amajari e Boa Vista Zona Oeste- Instituto Federal de Roraima,2018,Universidade Federal Rural do Rio de Janeiro (UFRRJ),UFRRJ,Brasil,Instituto de Agronomia,Programa de Pós-Graduação em Educação Agrícola,Educação,openAccess,masterThesis,retenção escolar||motivação acadêmica||ensino técnico,school retention||academic motivation||technical education,por,"Esta dissertação foi desenvolvida com o objetivo de investigar os fatores que ocasionam e favorecem o fenômeno de retenção escolar dos discentes dos cursos Técnicos Integrados ao Ensino Médio do Campus Amajari e do Campus Boa Vista Zona Oeste do Instituto Federal de Roraima. Além disso, buscou-se também analisar o nível motivacional que os discentes dos cursos técnicos integrados ao ensino médio de ambos os campi apresentaram no período do estudo. Os participantes desta pesquisa compuseram dois grupos de discentes, matriculados no 2º e 3º ano dos cursos Técnicos Integrados ao Ensino Médio ofertados pelos dois campi. O primeiro grupo (G1) foi composto por discentes que foram retidos em um ou mais módulos no período de 2014 a 2017 e ainda estão, ou estavam, matriculados nos cursos Técnicos Integrados ao Ensino Médio no período da coleta de dados; e o segundo grupo (G2) foi composto por discentes matriculados nos cursos Técnicos Integrados ao Ensino Médio que estavam no fluxo normal, compondo uma amostra de 88 discentes. O instrumento para a coleta de dados foi um questionário semiestruturado e uma Escala de Motivação Acadêmica (EMA). Os dados da EMA foram tabulados e analisados por meio de estatística descritiva para os aspectos socioeducacionais; e para as variáveis idade, gênero e campus aplicou-se o teste t de Student, bilateral, com amostras independentes e a Análise da Variância (ANOVA), com nível de significância de 5%, por meio do pacote software livre BioEstat versão 5.3. Os resultados deste estudo demonstram que é no 1º ano de ingresso, ou seja, no 1º e 2º módulos que ocorrem os maiores índices de retenção escolar nos dois campi pesquisados. Quanto aos fatores que podem ter favorecido a retenção escolar, os discentes destacaram fatores individuais como “falta de interesse”, “falta de dedicação”, “falta de atenção”, “problemas pessoais e com a turma”, “dificuldades de acompanhar o conteúdo/turma” e “problemas familiares”. Muitos desses fatores podem estar relacionados com a defasagem dos conteúdos decorrente do Ensino Fundamental, gerando uma grande heterogeneidade em relação ao grau de conhecimento dos estudantes. A falta de domínio dos componentes curriculares pode desencadear, no discente, um processo que começa com a desmotivação, podendo culminar na evasão escolar. Diante dessas questões, destacamos que há a necessidade de que o IFRR fortaleça as políticas educacionais desenvolvidas, como o aumento de servidores para realizar o acompanhamento psicossocial e pedagógico, fortalecer a política do Nivelamento e Reforço escolar e a Assistência Estudantil, tendo em vista que o Ensino Médio Integrado, em especial o ofertado na forma integral, acaba exigindo do estudante um aporte financeiro que muitas vezes não possui. Quanto às questões motivacionais, os resultados destacaram que a motivação extrínseca é mais predominante em relação à motivação intrínseca entre os discentes. No entanto, não foi possível identificar uma diferença significativa quanto aos níveis motivacionais destes. Destacamos que quanto à motivação, os resultados do estudo refletem o momento presente na história escolar dos estudantes que compuseram a amostra, não sendo possível afirmar que todos os estudantes dos cursos integrados ao Ensino Médio estejam desmotivados.",https://rima.ufrrj.br/jspui/handle/20.500.14407/12468,Não informado pela instituição,Não informado pela instituição,"Lima, Aldaires Aires da Silva. O fenômeno da retenção escolar e a motivação na concepção dos discentes dos cursos técnicos integrados ao ensino médio dos campi Amajari e Boa Vista Zona Oeste- Instituto Federal de Roraima. 2018. [120 f.]. Dissertação( Programa de Pós-Graduação em Educação Agrícola) - Universidade Federal Rural do Rio de Janeiro, [Seropédica - RJ] ."
"Oliveira, Vinícius Oliveira de",Não informado pela instituição,"Leffa, Vilson José||Não informado pela instituição",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,The game is not over: o letramento crítico em newsgames com base no redesign,2019,Universidade Federal de Pelotas (UFPEL),UFPEL,Brasil,Centro de Letras e Comunicação,Programa de Pós-Graduação em Letras,"CNPQ::LINGUISTICA, LETRAS E ARTES::LINGUISTICA::LINGUISTICA APLICADA",openAccess,doctoralThesis,Letras||Letramento crítico em games||Newsgames||Redesign||Game critical literacy,Não informado pela instituição,por,"O presente estudo foi desenvolvido em um instituto federal de ensino localizado na fronteira oeste do Rio Grande do Sul com o objetivo de analisar em que medida as práticas de redesign em newsgames são capazes de contribuir para o desenvolvimento do letramento crítico de um grupo de alunos. Para a geração de dados, foi oferecido um curso sobre redesign em games, ao longo de três meses, para os alunos do ensino médio, integrado ao curso técnico de informática, que estavam matriculados na disciplina Tópicos Avançados em Informática. Parte-se de Apperley e Beavis (2013), que veem os videogames como textos em ação, pois apresentam a natureza semiótica multimodal e a natureza mecânica ergódica. Sob o ponto de vista metodológico, segue-se Mcdowall (2017), que afirma que o letramento crítico em games ocorre apenas quando os jogadores têm a possibilidade de questionar as ideologias dos games mediante as seguintes atividades de redesign: 1) Jogar; 2) Questionar; 3) Modificar; 4) Criar um novo Game. Como resultados, verificou-se que o letramento crítico em games é um processo que envolve a articulação das dimensões operacional, cultural e crítica do letramento. Além disso, constatou-se que o letramento crítico é um processo que ocorre, principalmente, nas etapas referentes à modificação e criação de games por parte dos sujeitos de pesquisa.",http://guaiaca.ufpel.edu.br/handle/prefix/6418,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Giora, Kalinka",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Concepções de professores de educação superior de uma instituição privada de São Paulo sobre o currículo integrado,2019,Centro Universitário Braz Cubas (CUB),CUB,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,Educação superior||Currículo integrado||Concepções docentes||CNPQ::CIENCIAS HUMANAS::EDUCACAO,Não informado pela instituição,por,"This study aims to identify and understand the professors’ comprehension integrated curricula. The research participants are Professors at Bachelor's courses in Business Administration, Accounting Sciences, Economic Sciences and Law, as well as in the Courses in Foreign Trade Technology, Commercial Management, Financial Management, Logistics, Marketing and Human Resources Management at a private education institution in the city of São Paulo. The choice of this institution is due to its recognized undertaking in adopting integrated curricula for Education at tertiary level. Davini's (1999) integrated curriculum definition was used to support the study. In a universe of 60 professors, the research was attended by 27 professors. The instrument of collection was an electronic questionnaire that conjugated the technique of free evocation of words to the discursive questions. To the participants of the investigation, information of sociocultural profile was also requested. The collected information was systematized and considered in light of the content analysis. Sociocultural profile information was quantified. Empirical data, associated with the literature review, contributed to the understanding of teachers' conceptions of the integrated curriculum. From the study undertaken, it is possible to affirm that the proposal of curricular integration of the institution researched is consistent, however part of the teachers still anchors their conceptions integrated curriculum in traditions of educational practice. Based on the information collected, the hypothesis was raised that, although the IES promoted weekly meetings by courses, or areas (Colegiados de Curso / Núcleo Docente Estruturante), even so, such training does not reach most of the teachers, which prevents the collective construction of integrated curricula. Teachers recognize the importance of collective work for curricular integration, however, the development of Integrated Projects and Integrated Assessments has not been pointed out as an integrator of Curricular Units. In this respect, it should be noted that some teachers have demonstrated that they do not have elements that allow the elaboration of a precise conception about curricular integration. For them, curricular integration is still understood as a challenge and a novelty. By studying teachers' conceptions, it was possible to understand how they can guide their practices. In this sense, it is emphasized that, for the development of an integrated curriculum, responsibility cannot rest solely on the teacher, since it is necessary to stimulate the construction of a new educational culture by the higher education institution, with investment in pedagogical training and in the transformation of traditional knowledge of the entire academic community.","GIORA, Kalinka. Concepções de professores de educação superior de uma instituição privada de São Paulo sobre o currículo integrado. Orientadora: Profa. Dra. Adelina Novaes. 74 f. Dissertação (Mestrado em Educação) – Universidade Cidade de São Paulo. 2019.||https://repositorio.cruzeirodosul.edu.br/handle/123456789/290",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
